err,success,sd_success,naive_ref,sync_ref
-2,0.5815333333333333,0.03790404402287413,0.49403333333333327,0.7542333333333333
-1,0.7098,0.028835368179544518,0.49403333333333327,0.7542333333333333
0,0.7179666666666666,0.025015392087069942,0.49403333333333327,0.7542333333333333
1,0.7048666666666666,0.031034396833965902,0.49403333333333327,0.7542333333333333
2,0.6196333333333333,0.0404345584214695,0.49403333333333327,0.7542333333333333
